Machine_ID,Temperature,Run_Time,Downtime_Flag
M7,109.23235045479674,524.5969136571341,0
M41,85.13639061043995,344.5836844148191,0
M42,115.01493197039656,794.0050973903989,0
M46,56.33668434514426,917.3528938640852,0
M8,58.963238983060094,945.0593348859669,0
M21,50.93556060804401,783.168742221029,0
M27,66.52795474746469,467.5404411895693,1
M20,109.78645411054546,528.1600967706252,0
M12,107.65659703724128,381.4197997309119,1
M13,118.3390017898398,970.7031562221034,1
M46,105.37695211529677,340.5812827394991,0
M22,59.205952591371016,313.65283690587023,1
M19,102.96739604116765,657.6827914797318,1
M18,105.9859294488929,901.7841986649338,0
M47,93.93929659163294,825.2599936481417,0
M43,116.15182746725073,656.0211523736181,0
M47,100.81032392872328,846.7652715583322,0
M40,80.74272761373318,784.7743141320773,1
M50,98.9454603747091,607.8956438241313,0
M30,102.5800027246427,925.6659258287856,0
M45,119.70221700683483,800.8570550346068,0
M42,53.11502351617752,725.3866973688966,1
M13,97.05564099196785,248.64443443350913,1
M41,118.09978294389019,315.34149225815554,1
M44,61.05270478016597,249.73054529338194,1
M19,58.17971974165145,558.0196682638468,1
M20,102.62915443331278,552.0618850623393,1
M4,69.52768993007967,752.3214821666996,0
M39,52.430579570259056,431.3503853752067,1
M30,84.6326742516478,299.13645795470654,1
M4,70.31279535618272,656.2803825642562,1
M19,58.13573128957596,229.63136539419662,1
M30,66.49371513972535,285.190007132647,0
M24,94.4592638153913,453.4789289368253,1
M24,98.07897154521137,819.1904854153171,1
M40,58.02889978355177,419.74310318382334,0
M13,101.98591726487456,843.8414404008394,1
M9,112.55994411980595,983.3888875270666,1
M19,60.18921881120729,826.630699513144,1
M15,101.26590769732016,147.31708028668973,1
M3,105.41854411619694,401.22319754154597,0
M47,110.41370123637063,303.8029333551053,0
M22,74.55997686700074,785.077350686413,1
M11,94.95919210132949,685.9388667247023,1
M5,56.749545315282056,158.04192222111152,0
M27,91.6156973338876,823.8909987291825,0
M39,107.04560802539979,612.6349788406429,1
M2,55.07253799924014,490.9630824723848,1
M32,59.290649210951564,116.2225698909414,1
M35,60.30162686019011,759.0972718709914,1
M29,83.28419390189347,578.6153669293062,0
M37,58.39632289614492,442.03584325161285,1
M20,55.66336214505323,281.98209549218154,0
M50,68.46049443202608,187.70103935653074,0
M20,53.45529039079402,481.14831972400765,0
M45,113.9960749275546,372.6141897139861,0
M16,113.71727818348504,802.9820477205355,1
M15,79.17109449425783,529.8898033635711,1
M45,60.15978479126484,406.9272065072089,0
M43,88.24946271060298,648.5036286833273,0
M46,58.46470687877129,517.5091324934093,1
M46,94.56134461301744,235.69042838698783,1
M45,71.48081992510131,236.61675702954156,1
M24,115.2162096894853,879.4369422744937,0
M38,71.52864120625046,310.8575357519494,1
M31,65.41031150523612,273.64328175815183,1
M17,118.38505879361757,995.8982541221785,1
M18,104.06382147664668,806.2339301719483,0
M22,96.7590847910724,183.93033082070951,0
M8,59.4993779133769,557.432104986249,1
M41,118.98914329487363,605.4418718871841,0
M37,66.73475325510832,537.4768729861006,1
M37,91.14134985312903,423.95636599621037,0
M22,68.74280320447485,948.7873969753025,0
M42,55.40813083363403,899.4766816318564,1
M50,67.89337543151073,266.5202874288257,1
M28,54.17543967755889,489.5719496027968,0
M33,72.88806885528848,878.7514507230911,1
M9,53.8336359508733,739.4625718089414,1
M3,65.522970364526,909.0950067362971,0
M31,66.61466743345684,491.36684739991773,0
M11,100.18570310172166,343.43560473313073,0
M15,94.97481674644955,599.31213017203,1
M17,104.9581567354139,962.4834604036295,1
M26,105.26064317523661,717.571766208023,0
M34,92.86298444421043,920.0927544395704,0
M18,108.11679093905275,563.8442113235371,1
M30,113.12971462345622,532.234101299371,0
M4,76.06553074144935,537.4198408678963,0
M15,90.75769387013545,734.6658474684732,0
M3,90.19379519439846,207.41708998471887,1
M4,98.2195780646621,902.9230847193934,1
M15,61.56960670622672,137.9733922311745,1
M43,115.35370226581931,420.3904996636108,1
M13,56.67993604258792,399.6308327322128,0
M41,89.77537739312282,694.4950830535379,1
M28,107.72323878477769,542.5945601240157,0
M46,50.87633308541179,673.5242278445666,1
M3,85.79734208852436,364.663050883601,1
M27,57.77425925796053,728.2769175228632,0
M39,112.68446078094,617.1356192817398,1
M12,50.83125472019508,667.4506959419797,1
M35,59.62873800839595,968.1324176380215,0
M31,65.68177460710959,891.5814526568214,0
M40,54.19390041142981,210.4167549067991,1
M28,87.90303919942109,109.52556029541311,0
M28,75.07988154294078,129.22119863949183,0
M34,114.89343117718859,890.9848559866289,0
M40,58.96176281938376,219.31229225137258,0
M3,58.2279901021426,859.6469044010018,1
M13,63.322834208979394,462.5504769283991,0
M7,66.7707910989994,343.0227256011533,1
M45,115.94529274277755,580.1571407323019,1
M47,99.435004349521,364.8164428496864,0
M9,78.25308372713357,359.9280196050201,1
M7,103.44354315403683,652.3238364105763,1
M42,69.47747014004847,386.37831804573835,1
M21,70.36498871749019,864.234279755906,0
M31,53.77027018671467,132.55277498729376,1
M14,89.37914868617256,896.8963268680974,0
M39,100.80534053566288,307.8995403036273,1
M7,54.67304989138709,756.4742855040396,1
M18,64.64121813053234,295.3580198020733,1
M36,50.689278664977984,361.4875471637982,1
M1,65.6805140686968,919.2546943189869,0
M8,109.90376471310717,970.5641303990867,1
M22,98.4535903597685,167.135779744287,0
M3,106.84846893972227,281.18961224191025,0
M11,117.90626116763313,965.2606376193693,0
M14,91.25689292636372,729.027016696405,0
M25,50.669197291140414,257.64414297223783,1
M33,87.28623808560512,813.7820196569589,0
M13,106.38382986791976,198.74624439286137,0
M16,99.90235252514279,572.2088011850575,0
M2,51.07872432308552,667.2234301476082,1
M22,116.08819360017148,814.2712133296278,1
M30,89.06221612269846,653.3785333991082,1
M25,78.03746124062108,925.0550224751269,0
M20,96.78710238559204,411.8767905447188,1
M1,101.27016704320215,306.903686785438,0
M15,70.37445272734927,547.4892434208656,1
M26,106.12504654186685,461.87975463483656,0
M2,98.42458921495117,221.70259343281293,0
M37,87.32161289194036,746.8764881583219,1
M42,75.14691875121335,170.184689233904,1
M37,56.2798090576787,722.6631279875951,0
M24,108.6508906986557,176.3431353683211,0
M20,104.92436815069418,187.21641543549993,1
M40,71.09787833259588,402.8679831321922,1
M4,78.68541321582396,946.1077350281491,1
M21,92.67046068132345,680.1938075809792,1
M21,61.43330010653274,171.83427626028993,0
M42,60.4781601327756,483.17331430062137,1
M42,86.01069268428935,580.4397388169929,0
M26,50.90740458252922,794.4484634157825,0
M17,59.86979803825602,105.48398099401777,1
M22,97.18568702360649,444.94161305224094,0
M9,111.53359697501256,947.9488231470145,1
M50,71.14582409801793,685.7754816691481,1
M14,115.40783294368555,256.63922142240574,1
M8,82.54392849927726,643.5029317093712,0
M2,99.53943105987116,769.792921894363,1
M8,105.83212824380952,836.6018981898256,1
M34,90.20217969806302,980.2756385596142,1
M27,68.15412887751724,527.1525188095827,1
M48,56.921954651647596,376.6188330212765,1
M4,58.42067179105017,746.338131319448,0
M16,57.075852947750285,786.0868674844432,1
M39,75.26747913607228,714.2105451746338,1
M49,83.73994658600304,807.5406855605049,0
M37,68.01865947144849,936.7602290317584,1
M3,111.42798057048111,911.2849061079071,0
M42,95.3101885622126,893.0221947667982,1
M36,51.19548308038848,179.8193958803895,1
M22,64.7629108051092,461.0817691999068,0
M39,105.63565091590385,645.6635949973277,1
M21,95.43180005852041,675.6160123944932,1
M48,95.4130351694717,592.9513406581704,0
M37,112.61286185528067,971.1755421547338,1
M45,94.7230701183244,721.550288882887,1
M32,117.57768547558716,736.2669690677492,1
M25,109.09400373029139,873.2352330536722,1
M5,102.10176671042302,143.07135445425513,0
M40,54.17951665541087,152.723110913954,1
M16,77.43255747844171,590.0135817683432,1
M38,104.32306902205893,474.03401956112884,0
M10,80.15451009971264,233.7203723872153,0
M18,61.62130410395958,887.6396777020793,0
M18,86.46113199013053,744.1541849434251,1
M40,88.69933710473936,765.4272921885286,0
M11,69.79232335857196,949.7517483891223,0
M11,118.7806010139085,147.9002231137922,1
M31,62.876775123088635,296.7522984585677,1
M46,85.35380042538745,307.4518560708573,1
M43,56.30181587156299,353.61360294223743,1
M46,60.386065013569166,440.6564837637392,0
M49,119.01177617916589,340.35441057575287,1
M25,51.64060614386968,781.5032421143289,1
M48,102.97770490182668,280.72355209106024,0
M15,76.3065625399812,628.5443476798941,0
M11,112.29459798422715,785.7307025053534,0
M50,99.20471999228744,784.1211924516751,1
M3,94.4861022447432,852.3890557514941,1
M1,79.33201012566252,761.7575699210214,1
M1,78.83154775172135,709.5458961262503,1
M17,88.3597440504864,846.7812081228368,1
M31,92.63951242293508,503.6543192741374,0
M1,59.12539722711935,648.4162240519997,0
M11,84.44035145886171,287.9541737715327,1
M29,77.08242690555906,307.1218537666115,0
M11,119.9655145152886,410.9708334859883,0
M40,119.270521394319,132.85352147657693,1
M42,101.20294079520507,569.034961647929,0
M39,76.91737941076852,127.32301247067304,0
M35,101.93039697839296,701.867281316113,0
M35,86.57290079094174,268.20034953622854,1
M33,64.46888863941938,347.03202489532737,1
M32,65.53470455085989,896.5298898957844,1
M7,100.06408232540656,140.47390083001875,0
M19,75.3961897021188,586.7866272484907,1
M19,107.84503004311205,639.0981643312597,0
M2,119.79892954348287,191.62582910740946,1
M36,115.68632349158011,723.2303710805562,1
M37,82.84043952513483,363.43239920326874,0
M37,94.39996134362973,505.3496362839313,1
M3,103.4007953264027,935.0188094951573,1
M46,91.74157980644071,859.9564515789458,0
M11,117.96327698206579,680.7489580403285,0
M18,97.92449479513685,159.90384635458327,1
M13,112.2769365295951,799.6721188369712,0
M3,79.5377112282426,709.5329981677421,1
M48,98.197085357264,510.5281405077973,0
M21,90.59734305054502,319.097636758291,0
M36,100.1585488521961,167.23703558203405,1
M33,83.95359397581008,347.6689937283971,0
M47,108.2898968942162,841.9616651926893,0
M37,61.91330372740222,702.5139731219074,0
M13,79.94048966431252,799.2648767759543,0
M20,116.45209039965165,263.3355853825933,1
M32,60.9805025362361,475.79518751106076,0
M48,71.68774647437472,573.8600811532906,1
M2,94.06051071000209,790.5107292312185,1
M45,107.71189067727437,909.057381722857,0
M3,50.10420553914415,127.54737585322385,0
M35,65.15335285144587,672.3769118990152,1
M38,71.69833597435655,245.88601050350155,1
M50,114.34244562358175,822.8117275445877,0
M36,59.588593189562935,754.5603368317303,0
M18,100.42024198025965,396.1368580811653,0
M40,113.41505388268651,206.1075795919768,0
M15,83.71516734688703,185.3906802532564,1
M1,57.63495657217909,570.4398347951101,0
M18,62.05772389927898,616.3077193253088,1
M14,103.98792758889769,576.935718201594,1
M1,67.37117165453654,560.1642129740462,0
M18,71.78110287230031,460.7751888200405,1
M26,96.42930579928208,442.61554895606395,1
M42,113.45547467858154,149.6749462346736,0
M15,83.95933327393871,339.05706883537835,1
M48,85.9100352831726,926.8348268415156,0
M9,91.02808532123396,276.5101998483457,1
M49,64.54543010957018,461.0269694204281,0
M8,107.3910147407256,545.2372943193814,0
M43,95.89336418913791,888.6325258685715,0
M48,74.76138302532102,588.8997191731956,0
M8,84.97372196451438,216.81069506469117,0
M50,66.38408293901476,748.1886734665927,0
M12,83.0908577444618,553.5246486274036,1
M15,79.99347378096742,803.4148769366109,0
M11,71.3420570044634,533.7994687609456,0
M39,72.58862767768791,947.7559735348128,0
M26,118.16338766675904,695.1158057075155,1
M6,63.18636521852491,358.2057121822569,0
M8,106.65498429463786,560.0910448454686,0
M40,62.10593974634932,890.7677848251373,1
M26,114.3252360575994,272.7782308925047,1
M41,105.09430764538072,188.47282579712794,0
M47,73.34793765256504,337.7936208533571,0
M4,61.28801187331074,133.0928942702539,1
M5,51.0869836581451,869.9302654332155,0
M21,81.31554395797366,603.307721233571,1
M26,78.88822761983907,663.0890581670699,1
M17,58.07097846638452,668.3295991938916,0
M27,103.11910904626714,180.60010219362363,0
M18,116.07841563677296,453.7176938647731,0
M24,73.6655500446373,802.8640157475571,0
M7,91.59610443408236,591.2281720796279,0
M44,63.02072733772471,457.8212102018869,1
M7,70.64705548968357,828.0984212744006,0
M1,94.74247206454612,886.3687047343566,1
M18,88.75713565126114,834.7418260300504,0
M31,65.07466926331223,649.4260762998663,0
M5,97.1087003467161,833.8380513693402,1
M49,103.74853799979442,276.97304813180875,1
M14,108.87094746437447,683.2650173459389,0
M39,117.17973988900776,493.46974169748466,1
M12,98.7650508338793,394.5581535335574,0
M42,71.04143886298681,934.2218487145549,0
M17,55.47821187291336,854.183985746415,0
M43,85.60282538566605,419.7916997653915,0
M6,81.2344589156281,690.8789144219185,1
M47,95.8644985055752,395.13912492841075,0
M5,115.1970918214495,660.3828542615926,0
M38,106.65354763894445,601.385016257632,0
M39,107.001596623745,387.4054020855003,0
M17,91.06716501532958,850.0185132277201,0
M6,111.76020243023211,961.800615776095,0
M7,50.42197425836483,453.64710709078713,1
M39,70.21064820992575,913.6463506532297,1
M3,67.14192296730131,965.1424079864829,0
M25,118.97615788649992,732.4449756731883,1
M45,76.31929566135517,161.821612488802,0
M44,62.57639472365089,604.20223506805,1
M24,65.43488847609908,989.4376326074047,1
M9,88.70905046507606,911.52079744014,0
M16,83.91088458143719,991.2919879844551,0
M6,105.62680981687674,609.0699937871925,1
M31,99.23339895126635,694.7127941856097,1
M12,60.50258452504009,819.7366994111147,0
M26,85.14632289281468,392.73336726569784,0
M27,100.41039432854379,256.9120488615141,1
M41,77.5011773616962,848.5084333031988,1
M40,52.531070820081545,537.3559422290317,0
M38,95.79198989717722,361.3239935151575,0
M38,94.36310912168494,443.95376202068127,1
M41,79.13267163843389,869.546840882099,0
M28,104.21253223022956,768.7041074109442,1
M4,66.75819839087069,525.4749074548265,0
M31,106.93749703995425,314.5804410203816,1
M3,108.3250026245041,846.2431937159796,0
M40,87.89015004634336,608.8609453030464,1
M22,87.26555061575044,134.44051648425668,1
M11,89.94524872865603,419.87149277129856,1
M42,113.61911310147434,692.2311668703702,1
M46,94.7998489597858,332.43549898903314,1
M21,72.8707091349874,593.6630989149139,0
M32,52.471989595520334,429.061014007086,0
M38,79.19827374867359,718.3630209092526,0
M19,61.883478947586994,898.492510264173,0
M47,54.865395036337276,839.7114742578128,1
M17,52.578757623733026,304.87341000643175,0
M2,119.50432803343796,636.5312069852199,1
M49,83.66221181071563,536.4774421074353,1
M16,71.78374888632077,224.27559889477186,1
M12,90.0445515007813,420.186317413198,1
M7,88.27539009284521,900.8151550212356,0
M36,76.48098563809455,834.0891866334389,1
M31,65.37407830448907,987.3225504373057,1
M1,59.9289625661437,170.19541828953913,0
M20,119.94731455747893,105.35272347575079,1
M24,94.89209278367869,432.9014149228381,1
M43,56.484721340480256,276.23434968186194,1
M21,61.032850053982756,322.8270171568829,0
M24,98.83856641709593,564.8767504415915,0
M15,59.551091702741566,503.30450308982023,0
M27,96.08432863185456,660.8204327967869,1
M23,52.47097381027003,833.9879660161185,0
M5,97.34880001939476,935.3760850614743,0
M47,64.62758788265218,152.94803888252943,1
M50,89.64750469095186,744.5796968380906,1
M4,82.79822620808835,180.0228228663789,0
M9,103.26000110994946,428.6207501409021,1
M15,100.44633837732034,537.2562692511503,0
M2,95.60071235984489,100.18818346267228,1
M22,107.49697420721141,178.41168554902333,0
M36,69.67396890555821,685.7741911298173,1
M22,94.64821513509074,711.9989645750695,1
M1,97.50844646397769,538.0130375973516,1
M33,96.60952661521765,157.73516757228808,0
M38,103.97138863401295,581.7130014176096,1
M42,88.09673220962608,218.4430365207399,1
M13,96.41157724107936,124.48672471791222,1
M32,52.39307200578814,137.6701711789497,0
M16,51.841128685073876,837.074744355467,0
M4,99.40216229450866,572.001502029962,0
M25,53.86469132428831,557.6003799129512,0
M28,56.395340715919446,931.773665881967,1
M29,92.15575117776342,991.1003034683634,0
M13,80.69798973130611,551.9742403814807,0
M17,119.57037793556208,216.5519929068417,1
M45,61.25032797374785,209.6620644227931,0
M3,72.18094681787527,522.5307215641747,1
M48,110.81136972955056,163.86353616310754,1
M43,106.63688052829187,347.51868452385725,1
M15,61.424441355946456,114.56072924899685,1
M10,111.37548366237795,576.1038284843569,1
M21,99.24313051153587,263.16174434470213,1
M45,63.5237120695634,869.3621452071378,0
M38,109.05477304682725,631.5484997131042,0
M29,112.06504107262273,943.9086194572,1
M14,88.87784395337923,703.031623567218,0
M45,114.3775415387757,749.1796088822838,0
M45,116.25407071631678,407.289469241483,1
M17,112.3930391183537,262.05313963739,0
M29,50.45483206459634,120.90967857517394,0
M10,64.65484212920536,141.34270275254102,1
M34,60.10753961627957,190.5221955638594,1
M43,57.92262819784745,156.7774766144089,1
M15,61.37673966514788,794.1446095400031,1
M4,80.5950202075001,234.75569474187654,0
M39,98.88360644332259,494.5053950445002,1
M41,116.92098547667727,447.0712437674348,0
M10,102.30726158682074,353.3150542408682,0
M48,63.55569402692775,628.5601606573716,0
M1,62.94965773718509,326.4503838007173,0
M13,84.72865291503318,410.61246878639093,1
M26,81.50884017803548,165.18520429011102,1
M4,54.28654721375672,877.2959102790808,1
M19,59.40647487615823,887.6271372604606,1
M44,105.06257557850546,695.8997204523935,0
M33,100.43283172596676,143.68852583616945,1
M29,95.4720107204649,693.9654989761971,0
M22,60.480454520712314,433.4694475881718,1
M32,100.86479997304895,327.5920567690789,1
M31,109.96619282469757,999.2531416922186,1
M18,108.4765214573253,135.03221139838848,1
M14,97.46904991137148,475.4211865279099,1
M15,81.25690290953537,868.6577399483882,0
M18,101.29612974475093,428.74631486331884,1
M7,69.827417649412,496.8602708656617,1
M24,106.67966313239799,632.8082243422989,0
M10,98.93271004141364,427.20830707076095,0
M17,118.67562924904793,172.72575608295307,0
M36,51.91770588950835,569.0060065619521,1
M28,54.58536644906138,477.3382545253301,0
M37,115.98770747397518,328.9410047687749,1
M23,88.820551877327,298.8584610722134,0
M26,54.76512901837722,574.4532894601218,1
M10,116.55243803294992,598.8574336303379,0
M27,65.72589497867973,573.1071998497821,0
M35,57.52331470688001,897.7221636361708,1
M17,61.1057352640701,356.515602803437,0
M17,65.65849559088429,589.1061162486183,0
M40,87.1235482037047,311.34569957843223,1
M7,55.67731734095775,963.4264486590118,0
M46,53.80267172639316,516.1601810253259,1
M15,110.33511422874874,336.3678977435874,1
M13,106.320168448235,279.6101657720708,0
M38,92.51457296483218,566.0231874858187,1
M44,106.38199312384675,440.5488184196357,0
M23,100.49463177471137,290.647340995735,1
M42,63.779431747387484,690.2333794182465,1
M6,96.47632630608366,427.00846252605686,1
M28,105.95253827466905,417.73836610022875,1
M50,87.76896700193362,151.22284916202173,1
M9,110.85538700078021,677.658665943708,1
M29,112.70469659217322,977.310587889702,0
M41,52.64368388875703,235.10042996729314,1
M38,97.77350308278375,818.768133393546,1
M40,59.85180672259965,800.9838937740992,0
M37,53.04596062439118,435.77868352409075,1
M44,58.88533938209802,608.3816821829107,0
M37,60.92156694735287,979.8412470888475,1
M9,104.62971175482043,161.7248184680943,0
M27,114.79268374604877,391.32514498537444,1
M23,101.01030219812492,293.03004259973414,0
M33,57.51943074535307,596.8074165695464,1
M45,104.16277466139593,459.0462157425629,1
M6,114.26576009933889,250.14634150284613,0
M4,56.25883829270535,890.3411252139759,1
M10,71.50280660797843,821.9815416825013,1
M36,100.7134744345645,694.1237770703354,1
M39,61.172236801465544,739.3841758841411,0
M12,56.60032210533586,265.943521039061,0
M50,110.51817503235583,705.9132526685397,1
M48,88.06430975215733,703.8612755907333,0
M29,97.78424242070605,571.3882312080018,0
M26,102.41035383111506,437.95733166739467,1
M12,52.13305246361511,776.3539730367075,1
M31,51.270349459699695,129.86675361379068,1
M44,94.11716981015488,691.2332694220383,1
M42,87.67894110420231,293.42818342341536,0
M6,50.16010568594052,479.7039073875395,0
M3,66.41006205314329,664.0482490807246,1
M11,53.63543712631681,857.9290309176502,0
M29,74.3352070852636,632.5208266318834,0
M3,65.60971039517162,294.6755057951952,1
M29,110.23148549447635,771.7393713118205,1
M21,57.626663588268386,891.6263789097286,0
M9,111.1505380649948,882.3330239513965,1
M5,82.77519582803136,373.83299969897325,0
M32,88.63463563178995,183.56202895867062,1
M43,101.62790015438696,328.8335025442987,1
M20,109.18068000054396,657.0906669983832,1
M15,54.690133780930125,644.1520273181968,1
M8,68.88935798158565,485.05227013612114,1
M1,82.93194680887476,473.27186464049214,1
M10,74.91753931483323,699.7181244237042,1
M25,61.65863169767523,880.1718493234769,1
M24,51.84843282523834,473.8567256758711,0
M34,66.27371120792827,694.7747060663635,0
M29,107.97293982948415,567.9701121971414,0
M38,89.22556181965422,157.86264443221367,0
M15,58.497458707140495,409.7293147299731,0
M27,102.02499646594742,614.5146157429822,1
M2,55.263207553838896,193.86522192305705,1
M48,92.76315559063761,791.9656674987569,1
M43,54.344243688544225,168.5130253878781,0
M21,106.09430145774691,199.75186427256992,1
M24,53.38197182919222,183.2011837873776,1
M30,101.1405303558436,322.6943686247435,0
M30,76.92076985220048,362.4367714258141,0
M38,97.51144511322175,681.9715308602148,1
M39,63.10063765097228,589.2171544325718,1
M42,109.09530826062446,896.8977250706884,1
M24,67.03562036985026,933.3219772529861,0
M17,108.20192631429094,934.8372171584848,1
M22,111.38533944179142,617.129465805101,0
M3,84.17689621880072,613.9277974209963,0
M46,56.64550487356004,574.9286251721279,0
M17,60.46555038814377,610.040234957696,1
M18,77.37520127384238,531.6587259729118,0
M15,110.04525939345095,200.14325600043543,0
M10,86.05996790240931,296.71398440613996,1
M6,68.60790448858033,311.1022581427801,0
M21,72.8335278563398,385.98907356499416,1
M15,102.89042465139099,557.681115485401,0
M25,102.72847494505623,610.2271914988631,1
M3,72.57748536533505,335.20248173981327,0
M24,114.09364240529644,460.6170148601446,1
M13,68.61347402876132,682.4827813118649,1
M15,50.140687602762824,399.5763078774532,1
M31,67.32958812176958,676.2332397006344,0
M46,59.302557488838566,277.44964820795155,0
M10,102.11723961588291,132.130853841212,0
M11,51.063990798189394,463.66322227788294,0
M23,70.60035021400618,485.71985097658103,0
M40,66.90872519604147,389.7047435834899,0
M32,57.248624517922835,929.8251590131025,1
M24,53.9976870075438,126.1007637162106,0
M21,50.417408247708316,370.09977440147594,0
M36,83.41996050084188,177.81338893444882,1
M27,81.8650860013917,979.9227411212734,0
M37,94.96242691668448,649.0438857187596,0
M3,55.020549939329946,285.46259311193967,0
M20,65.73046318904971,786.2393674935504,0
M33,52.73146650329188,914.6733621980289,0
M28,56.680037793154426,325.07127308729173,0
M34,67.27443621920658,564.3491879615676,1
M27,89.30369009075267,728.660048734488,0
M22,114.63871522894146,785.5464919760794,0
M47,81.05477540860358,771.2766031408603,1
M44,56.00405749015454,917.7999423000069,0
M10,103.50250724954566,311.7700772200034,0
M43,104.74384255210212,465.8772434182849,0
M28,99.69236931868977,942.149471053805,1
M25,96.42276427136856,784.446330366964,1
M20,97.99709270077358,425.0167042171461,0
M13,110.10656020123821,152.02299721879672,0
M36,114.1345897424381,814.2478592628272,1
M10,90.72957997262321,147.06916390516017,1
M42,90.12759990731794,450.14630347681907,0
M45,86.33505336668237,539.4733875441054,0
M50,108.26942518192152,140.30329670442407,1
M16,82.0139226791325,271.90662384514826,0
M24,63.240205944974065,119.32641175910013,1
M32,69.61986440638934,334.0668831508463,0
M38,104.89011618934418,582.6081575231922,0
M27,117.16826587799453,729.9254017546633,1
M44,68.67987966332251,130.08994725330916,0
M43,67.57788022443698,810.7901194393814,1
M15,70.4576319123029,132.8417032291036,0
M25,110.06277428789295,726.6575925872447,1
M6,62.32744064425826,558.5329087956457,1
M49,59.68744829846078,810.5648795912248,0
M19,52.83341438136283,250.24412848418615,1
M42,103.13594008995905,841.6048194888692,1
M7,97.06163608194376,369.5670262112256,1
M39,57.01289893389986,464.3795299111795,1
M28,111.63249536970234,810.6507838072155,0
M1,98.34705229938407,615.049738467343,0
M48,99.0320608119585,586.9677700349753,1
M15,70.8166561242029,392.6279818164405,0
M35,89.00361312903661,262.490916919934,0
M13,63.10646028933189,868.9494140827477,1
M14,85.8035576446145,129.20057443544616,0
M6,86.79721570352672,415.7477898342414,0
M45,111.06302029859376,136.35647844982003,0
M5,99.04702144620354,581.8672440601815,0
M20,115.7850887685977,160.43738691114876,1
M43,95.01823896382254,380.70015231004766,1
M11,93.24129867061811,467.427740041619,1
M32,72.4813616944824,245.45335778568833,1
M35,58.89295033738881,903.1729459766915,0
M26,66.72365760211925,249.497427221661,0
M26,105.61949436824068,734.704760849645,0
M48,75.48071224963616,820.4511175027162,1
M37,74.57050836276134,872.5560301079588,0
M23,90.7168472769134,829.7864654132707,1
M41,91.37297766859275,432.90115504067984,0
M50,78.550261038463,791.2664138115305,1
M17,95.62862522852515,461.522979365819,1
M45,88.47167349133346,270.8817745509274,1
M17,113.34686902363346,408.0717921400741,0
M8,57.47404977743649,941.1682018693206,0
M27,61.28360739750207,674.0117459975068,0
M50,75.8652053888626,434.68904580264643,0
M8,108.68921586711951,613.2187787482504,1
M25,81.17359314812387,712.0598378753754,0
